,author,creation_date,expiry,last_reply,parent_category,price,replies,saving,source,thread_category,title,url,views,votes
1,restoreDVD,"Jun 20th, 2020 6:53 am",,"Jun 23rd, 2020 7:21 pm",Beauty & Wellness,20.74,20,50%,Amazon.ca,Beauty Supplies & Personal Care,$20.74 Philips Sonicare Optimal Plaque Control Replacement Heads 3 pack,http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2Fgp%2Fproduct%2FB07BHV61D4%2Fref%3Dppx_yo_dt_b_asin_title_o00_s00%3Fie%3DUTF8%26psc%3D1&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,7584,24
2,SirIsaacBrock,"Jun 14th, 2020 1:40 pm",,"Jun 23rd, 2020 7:18 pm",Home & Garden,850,18,,,Appliances,Napoleon Rogue 525 SE - Gas or Propane $850,https://www.facebook.com/directliquidationtoronto/posts/1214463458885781?__xts__[0]=68.ARAgPeSjmHCMRlSwG6CvTKZKLAR4VdRebf71LoHAyYAIWnvcPKjQtksCBcfNBieN1wVqA9SmS3eMHuN0__tfxFPdic4pBInWlrDsky3nKV3Hgia0ijoL6wqeazJ9BSm-mJPaWs3RhHqs3A9tRdiAmmaCBxRlqB6L9IoyrvPzVdmqYe73qtlnWUHjnZy7jD_ShDt11fCHIcjCiW2fzRM4UIaTn5j_3v8ePEe3PzmZ6Xce4_1egbrKrdsXJ_HzZOO56MyPd5Uz6dN1wHIJGabJOGRNW0ByIhy_OQw5_mdVTRasove7mWv85Y12FtZCPh5CCsGxML33AltHlw_2CmccsjfkFw&amp;__tn__=-R,5240,2
3,wongfai,"Jun 23rd, 2020 10:26 am",,"Jun 23rd, 2020 7:14 pm",Computers & Electronics,49.99,23,25% Off,Amazon.ca,Peripherals & Accessories,[WARM] Logitech G MX518 Gaming Mouse - The Nostalgic Legend!,http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2Fdp%2FB07M6RVW79%2F&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,6079,5
4,Tony98,"Jun 17th, 2020 2:03 pm",,"Jun 23rd, 2020 7:03 pm",Computers & Electronics,,60,,Staples,Computers & Tablets/eReaders,"Asus 27"" IPS 1080p 75hz $169.99 after coupon",https://staplescanada.4u8mqw.net/c/341376/755401/10903?u=https://www.staples.ca/products/2975473-en-asus-27-ips-eye-care-monitor-with-amd-freesync-technology-va27ehey,17222,18
5,ManCaveGamer,"Jun 11th, 2020 6:50 pm",,"Jun 23rd, 2020 7:00 pm",Sports & Fitness,1,11,,Walmart,Clothing & Accessories,"ONN Expandable Waist Pack Fitness Belt (Fanny Pack, in-store only) - $1",,3646,13
6,remik,"Jun 23rd, 2020 6:40 pm",,"Jun 23rd, 2020 6:58 pm",Computers & Electronics,$40,1,55% off,Walmart,Other,Cobra Family Safety Set • FRS Radios • 4-Set Walkie-Talkies • $40 (reg. $89.98) • YMMV,https://stocktrack.ca/?s=wm&amp;upc=85606200632,1518,0
7,MattLeafs24,"Jun 23rd, 2020 5:43 pm",,"Jun 23rd, 2020 5:43 pm",Entertainment,$49.99,0,,Apple,"Books, Music, Movies, Magazines",iTunes Alfred Hitchcock Collection $49.99 (14 movies included),http://go.redirectingat.com?id=2927x594702&amp;xs=1&amp;url=https%3A%2F%2Fitunes.apple.com%2Fca%2Fmovie-collection%2Falfred-hitchcock-collection%2Fid807812938,965,5
8,deal_with_singh,"Jun 21st, 2020 6:36 pm",,"Jun 23rd, 2020 5:26 pm",Home & Garden,9.99,2,66% off,,Appliances,Amazon/Canadian Tire - KitchenAid Gourmet Box Grater $9.99,https://www.canadiantire.ca/en/pdp/kitchenaid-boxed-grater-0428549p.html#srp,4985,11
9,ben2003,"Jun 23rd, 2020 4:07 pm",,"Jun 23rd, 2020 4:13 pm",Home & Garden,239.99,1,60 off,Costco,Furniture,"Wynn Chair, 2-pack 239.99",,3110,0
10,immad01,"Jun 22nd, 2020 2:57 pm","July 5, 2020","Jun 23rd, 2020 4:08 pm",Home & Garden,$4.99,10,,Princess Auto,Home Improvement & Tools,Power Fist 12 pc Double-Ended 1/8 in. Titanium Drill Bits,https://www.princessauto.com/en/detail/12-pc-double-ended-1-8-in-titanium-drill-bits/A-p8721367e,3098,3
11,Dandada,"Jun 23rd, 2020 2:27 pm","June 25, 2020","Jun 23rd, 2020 3:21 pm",Computers & Electronics,"$1,599",6,$200 Off,Visions Electronics,Computers & Tablets/eReaders,"IN STORE ONLY: Asus ROG Zephyrus 15.6"" R7-4800HS / 16GB RAM / 1TB SSD / RTX2060 / (GA502IV-ES76) - $1,599",https://www.visions.ca/product-detail/57460/asus_rog_zephyrus_15_6_r7_4800hs_16gb_ram_1tb_ssd_rtx2060_windows_10_gaming_notebook?categoryId=715&amp;sku=GA502IV-ES76,2051,4
12,BestOffer,"Jun 23rd, 2020 2:48 pm",,"Jun 23rd, 2020 2:48 pm",Restaurants,0.25,0,,Real Canadian Superstore,Other,Coquitlam @Westwood: Quaker Quo Oatmeal Cup @ 25 cents!! (YMMV),,881,2
13,idiotcanuck,"Jun 17th, 2020 5:08 pm","June 30, 2020","Jun 23rd, 2020 2:42 pm",Computers & Electronics,99,2,,Best Buy,Computers & Tablets/eReaders,Amazon Alexa Echo Show 8 $99 or $179 For 2 W/FS,https://bestbuyca.o93x.net/c/341376/644465/10221?u=https://www.bestbuy.ca/en-ca/product/amazon-echo-show-8-with-alexa-charcoal/13985316,1333,2
14,planavr,"Jun 18th, 2020 11:47 am",,"Jun 23rd, 2020 2:19 pm",Computers & Electronics,749,43,,Amazon.ca,Computers & Tablets/eReaders,"ASUS VivoBook 15.6” FHD Laptop, AMD R5-3500U, GeForce GTX 1050 Graphics, 8GB DDR4 RAM, 512GB PCIe SSD, Windows 10 $749",http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2Fgp%2Fproduct%2FB0865PR4W5%2Fref%3Dcrt_ewc_title_srh_1%3Fie%3DUTF8%26psc%3D1%26smid%3DA3DWYIK6Y9EEQB&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,10293,7
15,windenchanter,"Jun 22nd, 2020 10:22 pm","July 31, 2020","Jun 23rd, 2020 2:10 pm",Computers & Electronics,1299.99,7,179.99,Memory Express,Computers & Tablets/eReaders,Lenovo Legion Y540 + Free backpack,https://www.memoryexpress.com/Products/BDL_MM00001515,3688,-6
16,Kiraly,"Apr 18th, 2020 12:30 pm","September 30, 2020","Jun 23rd, 2020 2:02 pm",Financial Services,,121,,American Express,Credit Cards,Redeem MR points for 1¢ / 2¢ each on all purchases,https://www.americanexpress.com/en-ca/rewards/membership-rewards/agency/Membership-Rewards/Use-Points-for-Purchases/TRIP?linknav=ca-mr-vrp-l2categorylanding-morewaysmenu-trip,23375,56
17,jbfd,"Jun 22nd, 2020 10:02 am","June 25, 2020","Jun 23rd, 2020 1:57 pm",Computers & Electronics,$188,40,,Visions Electronics,Peripherals & Accessories,Visions Apple Air pods $188,https://www.visions.ca/product-detail/49962/apple_airpods_bluetooth_headphones_with_charging_case?categoryId=0&amp;sku=MV7N2AMA,6813,4
18,sipar39,"Jun 23rd, 2020 10:49 am","June 26, 2020","Jun 23rd, 2020 1:17 pm",Automotive,,3,20%,,Auto Parts & Accessories,Superwrap (Vinyl Wrap & PPF) 20% Off,https://getsuperwrap.com/,1348,1
19,Skilas,"Jun 23rd, 2020 12:28 pm",,"Jun 23rd, 2020 12:41 pm",Computers & Electronics,,1,,Nintendo,Video Games,Nintendo eshop - Idea Factory game sale (JRPGs),,1614,1
20,Coolcicada,"Jun 22nd, 2020 10:05 pm",,"Jun 23rd, 2020 12:32 pm",Apparel,$53.55,13,,Amazon.ca,Men's Shoes,Rockport Men's Oxford Shoe (Black) $53.50,http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2Fgp%2Fproduct%2FB017MGI0RE%2F%3Fth%3D1%26psc%3D1&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,6487,32
21,Beddyboy,"Jun 16th, 2020 7:54 am",,"Jun 23rd, 2020 12:24 pm",,,161,50%,Reebok,Apparel,Reebok.ca End of season sale EARLY ACCESS 50% SITEWIDE,http://reebok-canada.sjv.io/c/341376/356400/5281?u=http://reebok.ca,39286,101
22,musumekiller,"Jun 23rd, 2020 11:59 am","August 31, 2020","Jun 23rd, 2020 11:59 am",,,0,,Costco,Financial Services,Refer a friend and get gift card and food,,1377,2
23,HamMane,"Jun 22nd, 2020 9:00 pm",,"Jun 23rd, 2020 11:58 am",Computers & Electronics,293.71,10,,Amazon.ca,Peripherals & Accessories,Playseat Challenge Racing Video Game Chair $293.71,http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2Fgp%2Fproduct%2FB009ZELZDS&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,4501,9
24,immad01,"Jun 23rd, 2020 9:43 am","July 5, 2020","Jun 23rd, 2020 11:09 am",,$13.99,3,30,Princess Auto,Home & Garden,Woods 10 m 16/3 Triple-End Outdoor Extension Cord for $13.99,https://www.princessauto.com/en/detail/10-m-16-3-triple-end-outdoor-extension-cord/A-p8794927e,1389,0
25,byviolet,"Jun 10th, 2020 4:24 am",,"Jun 23rd, 2020 11:00 am",,1599.99,26,,Costco,Computers & Electronics,$1599 ASUS Zephyrus G15 (Ryzen 7 4800HS/GTX 1660Ti MaxQ),https://www.costco.ca/acer-rog-zephyrus-g15-ga502iu-xs74-gaming-laptop%2c-amd-ryzen-7-4800hs.product.100659825.html,6922,7
26,moufasa,"Jun 22nd, 2020 10:11 pm",,"Jun 23rd, 2020 10:49 am",Beauty & Wellness,239.96,7,,Walmart,Beauty Supplies & Personal Care,Braun series 9 clean & charge - 239.96,http://click.linksynergy.com/deeplink?id=CAqD7bLWUPI&amp;mid=36751&amp;murl=https%3A%2F%2Fwww.walmart.ca%2Fen%2Fip%2Fbraun-series-9-9295cc-electric-shaver-with-clean-charge-station%2F6000197985983&amp;u1=rfdcb,2244,1
27,badam071,"Jun 22nd, 2020 8:37 pm","June 30, 2020","Jun 23rd, 2020 10:27 am",Computers & Electronics,0.99,1,87% off,,Video Games,Chess Repertoire Trainer Pro - Build & Learn 0.99$ @ Google Play,https://play.google.com/store/apps/details?id=com.beadapps.chessrepertoiretrainer.paid,1891,11
28,fullyreclined,"May 21st, 2020 1:44 pm","May 29, 2020","Jun 23rd, 2020 10:06 am",,49.50,102,50,Home Depot,Home & Garden,RIDGID 15 L Portable Wet Dry Vacuum with Auto Detailing Kit $49.50 YMMV,https://the-home-depot-ca.pxf.io/c/341376/583694/9526?u=https://www.homedepot.ca/product/ridgid-15-l-4-gal-5-0-peak-hp-portable-wet-dry-vacuum-with-auto-detailing-kit/1001410347,37840,34
29,zevnux,"Jun 23rd, 2020 10:05 am","July 5, 2020","Jun 23rd, 2020 10:05 am",Home & Garden,99.99,0,$20 off,Princess Auto,Home Improvement & Tools,Duravac (Vacmaster) Beast 5Gal/19L 5.5HP Wet/Dry Vacuum - $99,https://www.princessauto.com/en/detail/19-litre-5-1-2-hp-jobsite-wet-dry-vac/A-p8809790e,761,1
0,saad29,"Jun 22nd, 2020 7:31 pm",,"Jun 23rd, 2020 9:40 am",Home & Garden,148.5,5,,Home Depot,Home Improvement & Tools,YMMV - Makita 5.0Ah 2 Pack - $148.5 + HST,https://www.jccayer.com/18v-5-0ah-li-ion-battery-2-pack.html,1992,-4
1,plymouthhater,"Jun 22nd, 2020 1:33 pm",,"Jun 23rd, 2020 9:29 am",,$7,5,,,Groceries,Short Dated K-Cup Sale (24 pods $7),https://beanwise.ca/collections/k-cup-summer-sale,1707,3
2,ShyGuy2244,"Jun 22nd, 2020 3:31 pm",,"Jun 23rd, 2020 8:44 am",,126.99,5,25,eBay.ca,Computers & Electronics,Seagate 4 TB External Hard Drive $126.99,http://rover.ebay.com/rover/1/706-53473-19255-0/1?type=4&amp;campid=5335823041&amp;toolid=10001&amp;customid=&amp;mpre=https%3A%2F%2Fwww.ebay.ca%2Fitm%2F181999378918,2344,-7
3,Prof,"Jun 8th, 2020 8:23 pm",,"Jun 23rd, 2020 8:32 am",,$35-38,31,50%,Princess Auto,Computers & Electronics,Dual monitor mounts $35-$37.50,https://www.princessauto.com/en/search?Dy=1&amp;Nty=1&amp;Ntt=Monitor+mount,14194,16
4,scibuf,"May 14th, 2020 1:52 pm",,"Jun 23rd, 2020 6:12 am",Home & Garden,298.00,49,,Home Depot,Home Improvement & Tools,RIDGID 4-tool kit (18V) $298.00,https://the-home-depot-ca.pxf.io/c/341376/583694/9526?u=https://www.homedepot.ca/product/ridgid-18v-lithium-ion-cordless-combo-kit-4-tool-w-2-2-0-ah-batteries-18v-charger-contractor-s-bag/1001357398,13180,1
5,danzerino,"Jun 22nd, 2020 4:12 pm",,"Jun 23rd, 2020 12:45 am",Computers & Electronics,29.99,3,,Best Buy,Video Games,Final Fantasy X HD Remake for Nintendo Switch - $29.99,https://bestbuyca.o93x.net/c/341376/644465/10221?u=https://www.bestbuy.ca/en-ca/product/final-fantasy-x-x-2-hd-remaster-switch/13208397,2967,2
6,Nate613,"Mar 29th, 2020 5:28 pm","April 1, 2020","Jun 23rd, 2020 12:23 am",Home & Garden,999,49,25,Reno Depot,Outdoors & Patio,"KAMADO JOE Charcoal BBQ 18"" - $999 (after $300 off)",http://www.dpbolvw.net/click-749547-13831639?url=https%3A%2F%2Fwww.renodepot.com%2Fen%2Fkamado-joe-classic-charcoal-bbq-256-sq-in-18-red-kj23rh-30737024&amp;sid=rfdcb,13118,4
7,Sgtalpowell,"Apr 24th, 2020 12:12 am",,"Jun 23rd, 2020 12:12 am",Computers & Electronics,,113,,Koodo,Cell Phones,"Koodo Pixel 3, Pixel 3a and Pixel 4 deals",https://www.koodomobile.com/phones?INTCMP=KMNewHomeCTA_PixelGoingGoneSale_HPTile2,40637,-9
8,yyc-guy,"Jun 22nd, 2020 9:03 pm",,"Jun 22nd, 2020 11:44 pm",,,6,,,Computers & Electronics,Open Box Apple Products (eg: Apple Watch Series 5 ~20% off),https://surplusbydesign.com/,3202,-7
9,Nev0513,"Jun 3rd, 2020 11:59 am",,"Jun 22nd, 2020 11:27 pm",,,171,50% off,Clearly Contacts,Apparel,Ray-Bans 50% off (YMMV),http://www.jdoqocy.com/click-749547-12350379?url=https%3A%2F%2Fwww.clearly.ca%2Feyewear&amp;sid=rfdcb,33671,28
10,SohSay,"Jun 19th, 2020 12:36 pm",,"Jun 22nd, 2020 11:26 pm",,,31,,Toys R Us,Kids & Babies,$6.97 for Graco no back turbo booster car seat,,9390,21
11,2Riskit,"Jun 22nd, 2020 7:15 pm",,"Jun 22nd, 2020 10:56 pm",Home & Garden,$99.99,9,,,Outdoors & Patio,"Coleman Xtreme®Marine Cooler, 113.5 L (120qt) capacity, holds 204 Can $99.99",,2806,1
12,SickBeast,"Jun 22nd, 2020 8:44 pm",,"Jun 22nd, 2020 10:50 pm",Kids & Babies,$44.93,2,,Canadian Tire,Toys & Games,YMMV Nerf Rival Phantom Corps Hera $44.93,https://www.canadiantire.ca/en/pdp/nerf-rival-hera-phantom-corps-0502218p.html,1772,0
13,ngphuc,"Jun 11th, 2020 9:54 pm",,"Jun 22nd, 2020 10:46 pm",,$1187.40,53,,Lenovo Canada,Computers & Electronics,"Thinkbook 14 - i7-1065G7, 16GB RAM, 512GB SSD, $1,187",http://lenovo.evyy.net/c/341376/225728/3899?u=https%3A%2F%2Fwww.lenovo.com%2Fca%2Fen%2Flaptops%2Fthinkpad%2Fthinkbook-series%2FLenovo-ThinkBook-14-IML%2Fp%2FXXTBXTM8000,15728,12
14,2007camryhybrid,"Jun 10th, 2020 9:28 am",,"Jun 22nd, 2020 9:33 pm",,,196,,Walmart,Computers & Electronics,WALMART (pics) clearance laptop / soundbar / accessories / tablet YMMV,,77346,109
15,essjayess,"Jun 21st, 2020 9:28 pm",,"Jun 22nd, 2020 9:30 pm",Beauty & Wellness,$17.50,16,50% off,Amazon.ca,Beauty Supplies & Personal Care,"Olay Regenerist Face Cleansing Device, $17.50",http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2FOlay-Regenerist-Cleansing-Device-packaging%2Fdp%2FB01DTYN4N8%2Fref%3Dsr_1_8%3Fdchild%3D1%26keywords%3Dolay%2Bregenerist%26qid%3D1592789099%26s%3Dbeauty%26sr%3D1-8&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,4337,3
16,Mr2828,"Jun 22nd, 2020 1:20 pm",,"Jun 22nd, 2020 9:24 pm",,,12,,Amazon.ca,Apparel,Raybans $85 and up (mostly around $103-$115),http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2Fs%3Fk%3Dray%2Bbans%2Bsunglasses%26ref%3Dnb_sb_noss_2&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,5001,5
17,gandrade1009,"Mar 14th, 2020 2:56 pm",,"Jun 22nd, 2020 9:17 pm",Computers & Electronics,4,56,,Dollarama,Peripherals & Accessories,"3M Gel Wrist Rest 19"" for keyboards - $4 - YMMV",,28613,74
18,coquinco,"Jun 20th, 2020 3:52 am",,"Jun 22nd, 2020 8:16 pm",Computers & Electronics,399,44,$100 off,Canada Computers,Computers & Tablets/eReaders,"Intel NUC i3-8121U, 8GB RAM, 1TB HDD, 2GB Radeon 540X, Win 10 Home - $399.00 ($100 off)",https://www.canadacomputers.com/product_info.php?cPath=7_1203_1157&amp;amp;item_id=132660,12316,15
19,N1n3l1v3s,"Jun 21st, 2020 1:54 am",,"Jun 22nd, 2020 7:08 pm",,,38,,PriceSmart Foods,Groceries,(BC) Lobster 10.98/lb Spot Prawn 16.88/lb,,6816,2
20,hill15,"Jun 22nd, 2020 7:28 am","June 28, 2020","Jun 22nd, 2020 6:22 pm",Home & Garden,,5,,Costco,Other,"Instant Savings June 22-28 (Ontario, QC, NB, NFLD and NS)",https://www.costco.ca/coupons.html,3565,9
21,Leverage,"Jun 12th, 2020 3:49 pm",,"Jun 22nd, 2020 6:01 pm",,400,98,,,Computers & Electronics,"Poor-Man's Gaming PC - Refurb HP Z440 Workstation - Intel Xeon E5-1620 V4 3.5GHz, 32 GB RAM, 516 GB SSD, BYOVC - $400",https://docs.google.com/spreadsheets/d/1-hKAmQahPcEV_h5mwflWGLWCQtqkKOBDbsakv4ee2u0,27318,30
22,pnyknights,"Jun 9th, 2020 10:37 pm",,"Jun 22nd, 2020 4:51 pm",Home & Garden,139.99,17,,123Ink.ca,Furniture,Ergonomic Office Chair With Adjustable Headrest And Lumbar Support - Moustache® - 1/Pack,http://www.dpbolvw.net/click-749547-13168232?url=https%3A%2F%2Fwww.123ink.ca%2Fp-358387-mofc-hlc-0088f-1-ergonomic-adjustable-office-mesh-chair-with-adjustable-headrest-and-lumbar-support-moustache%23sku367223&amp;sid=rfdcb,7061,3
23,immad01,"Jun 22nd, 2020 4:40 pm","July 5, 2020","Jun 22nd, 2020 4:40 pm",Home & Garden,$49.99,0,,Princess Auto,Home Improvement & Tools,1/2 in. dr Micro Reversible Torque Wrench for $49.99 w/FS,https://www.princessauto.com/en/detail/1-2-in-dr-micro-reversible-torque-wrench/A-p8730319e,1050,1
24,Thatdealguy,"Jun 18th, 2020 1:12 am",,"Jun 22nd, 2020 4:29 pm",,,6,,Staples,Groceries,7500 customized postcards (direct mail advertisement) 【Only 10 Cents/postcards】,https://promo.drmg.com/staples-canada,1824,-2
25,Adamski,"Jun 21st, 2020 1:36 pm",,"Jun 22nd, 2020 4:27 pm",Home & Garden,59.99,8,,Princess Auto,Home Improvement & Tools,"YMMV - Kingston, ON - Torin 3 drawer mechanic stool",,2778,0
26,Mcmurphies,"Jun 7th, 2020 9:35 am",,"Jun 22nd, 2020 4:26 pm",Home & Garden,119.99,30,$80 off,,Appliances,Nespresso Next Vertuo $119 Father's Day Sale,,11176,1
27,zoni5u,"Jun 22nd, 2020 2:53 am",,"Jun 22nd, 2020 4:08 pm",Computers & Electronics,210.00,21,,Amazon.ca,Cameras,Manfrotto Element Traveller Small tripod - Carbon Fibre $210,http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2FManfrotto-Element-Traveller-Carbon-Tripod%2Fdp%2FB079X1KJDJ%2Fref%3Dsr_1_1%3Fdchild%3D1%26keywords%3DManfrotto%2BElement%2BTraveller%2BSmall%2Btripod%2Bcarbon%2Bfiber%26qid%3D1592838250%26sr%3D8-1&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,4021,7
28,immad01,"Jun 22nd, 2020 3:01 pm","July 5, 2020","Jun 22nd, 2020 4:05 pm",Home & Garden,$4.99,4,,Princess Auto,Home Improvement & Tools,Power Fist 3 x 50 ft Landscape Fabric for $4.99,https://www.princessauto.com/en/detail/3-x-50-ft-landscape-fabric/A-p8695991e,1754,2
29,wetsqueegee,"Jun 22nd, 2020 11:55 am",,"Jun 22nd, 2020 3:43 pm",,69.99,6,30.00,Amazon.ca,Computers & Electronics,Anker PowerCore+ 26800 external battery $69.99,http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2Fgp%2Fproduct%2FB01K6TA748&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,1875,-4
0,kellmike626,"Jun 22nd, 2020 9:23 am",,"Jun 22nd, 2020 3:40 pm",Computers & Electronics,$30,12,,Walmart,Home Theatre & Audio,YMMV Skullcandy Uproar Wireless Headphones on clearance $30 (Reg 64.99),,2549,4
1,jaigandhi5,"Jun 22nd, 2020 10:47 am",,"Jun 22nd, 2020 3:30 pm",Computers & Electronics,350,14,,Costco,Peripherals & Accessories,AOC 24G2E5 - 24in. FHD IPS Monitor - 2 Pack $349.99,https://www.costco.ca/aoc-24g2e5---24in.-fhd-ips-monitor-with-amd-freesync-(1920-x-1080)%2c-2-pack.product.100671364.html,3461,4
2,immad01,"Jun 22nd, 2020 2:28 pm","July 5, 2020","Jun 22nd, 2020 3:17 pm",,$12.49,4,,Princess Auto,Home & Garden,Power Fist 2 Gallon Spot Sprayer for $12.49,https://www.princessauto.com/en/detail/2-gallon-spot-sprayer/A-p8523078e,1410,7
3,Polymertank,"Jun 22nd, 2020 1:34 pm",,"Jun 22nd, 2020 2:39 pm",,29.98,5,20,Home Depot,Home & Garden,"DeWalt premium I-beam level 24"" $24.98 48"" $29.98",,2074,7
4,waloshin,"Jun 20th, 2020 2:40 pm",,"Jun 22nd, 2020 2:04 pm",Home & Garden,,11,,Home Depot,Home Improvement & Tools,Home Depot] Milwaukee M12 Fuel Gen 2 kit $129,https://the-home-depot-ca.pxf.io/c/341376/583694/9526?u=https://www.homedepot.ca/product/milwaukee-tool-m12-fuel-12v-li-ion-brushless-cordless-1-4-inch-hex-impact-driver-kit-w-cp-battery-charger/1001529744,4326,5
5,ES_Revenge,"Jun 22nd, 2020 12:09 am",,"Jun 22nd, 2020 2:00 pm",,$9.00,10,,Walmart,Automotive,Mother's California Gold Clay Kit $9.00 clearance--YMMV,,3388,4
6,quetzpro,"Jun 22nd, 2020 12:09 pm",,"Jun 22nd, 2020 1:34 pm",Sports & Fitness,2.49,7,,Princess Auto,Other,Enamel Mug/Bowl/Plate $2.49 each,https://www.princessauto.com/en/detail/12-oz-white-enamel-mug/A-p8937971e,1703,2
7,krazykanuck,"Jun 21st, 2020 12:38 am",,"Jun 22nd, 2020 1:30 pm",,,7,25%,,Home & Garden,All Norlan Whiskey Glasses - 25% Off,https://ca.norlanglass.com/,4028,1
8,Phprell,"Jun 20th, 2020 10:06 pm",,"Jun 22nd, 2020 1:05 pm",,149 &,11,25%,Amazon.ca,Computers & Electronics,G903 and G703 Lightspeed Gaming Mouse with Hero 16K Sensor (149.99 & 99.99) (25% off),http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2Fgp%2Fproduct%2FB07NSVMT22%3Fpsc%3D1&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,4369,0
9,pulsar,"Jun 14th, 2020 11:03 pm",,"Jun 22nd, 2020 12:44 pm",Automotive,14.97,13,,Walmart,Auto Parts & Accessories,Supertech Synthetic - $14.97 for 5L,,4221,21
10,toguy,"Jun 22nd, 2020 9:17 am","June 28, 2020","Jun 22nd, 2020 11:59 am",Beauty & Wellness,12.49,9,,Costco,Beauty Supplies & Personal Care,Glaxal Base Moisturizing Cream - 450g tub + 50g tube - $12.49,https://www.costco.ca/cr%c3%a8me-hydratante-glaxal-base---450g%2b50g.product.100553537.html,1655,7
11,stally,"Jun 21st, 2020 5:39 pm",,"Jun 22nd, 2020 11:45 am",,$159.99,6,$110,Canadian Tire,Kids & Babies,Evenflo Symphony Sport 3-in-1 Car Seat $159.99,https://www.canadiantire.ca/en/pdp/evenflo-symphony-sport-3-in-1-child-car-seat-0463980p.html,3291,3
12,ukrainiandude,"Jun 21st, 2020 3:03 pm",,"Jun 22nd, 2020 11:26 am",Apparel,34.99,6,,Costco,Women's Shoes,adidas Ladies Neo Slip-on Shoe - $34.99,https://www.costco.ca/adidas-ladies-neo-slip-on-shoe.product.100496081.html?langId=-24&amp;krypto=3lzEUBiwx%2BdphY2iEbyB2l8xvQ0WmaFX96%2FTi%2FWXE7AFX5%2B1zTH8akh3evmpkE9ngYKmNx%2FfJOudPmOgfaIVOMjIjqXsZWKxZYMhCYgoVDU1WP3U0jsiDo4uX6mwZbGhMK7lwmSGn4m2wXYL0rcsfW1d335Qd8wd5e3lGmiAsSM7EhCxYs5cKq%2Bka%2F985K7RcekMys4Hg0yRKuoY3IW8TWdAvzL%2BUCLWFiNqBXO0P24heZNvmQkZWgcteGdI7Ac%2B,3772,-1
13,djpr,"Jun 21st, 2020 11:38 am",,"Jun 22nd, 2020 11:12 am",Computers & Electronics,$30,10,,Mike's Computer Shop,Peripherals & Accessories,Bttcam wifi security camera -720p $30,https://mikescomputershop.com/product/10570372,3017,-1
14,Habibzidi,"Jun 22nd, 2020 10:27 am",,"Jun 22nd, 2020 10:55 am",,329.99,3,27%,Amazon.ca,Computers & Electronics,GoPro HERO7 Black $329.99,http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2Fgp%2Fproduct%2FB07GDGZCCH%2F&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,1417,-8
15,Yadvinder007,"Jun 13th, 2020 4:44 pm","June 21, 2020","Jun 22nd, 2020 10:50 am",Home & Garden,19.99,55,50% off,Princess Auto,Home Improvement & Tools,3/8 in. Torque Wrench with case $19.99,https://www.princessauto.com/en/detail/3-8-in-locking-torque-wrench/A-p8895393e,12538,11
